S.No,State,Locality,Directions,Assistance ,No.of Slots
863,Texas,Dallas TX - North Central Expressway Supercharger, 9740 North Central Expressway Dallas 75231-4302, Roadside Assistance: (877) 798-3752,11
864,Texas,Denton Supercharger, 2700 West University Drive Denton TX 76201, Roadside Assistance: (877) 798-3752,6
865,Texas,Dilley TX Tesla Supercharger, Dilley TX ,,
866,Texas,El Paso Supercharger, 6401 South Desert Boulevard El Paso TX 79932-8515, Roadside Assistance: (877) 798-3752,8
867,Texas,Falfurrias TX Tesla Supercharger, Falfurrias TX ,,
868,Texas,Flatonia Supercharger, 1415 FM 609 Flatonia TX 78941, Roadside Assistance: (877) 798-3752,8
869,Texas,Fort Stockton TX Tesla Supercharger, Fort Stockton TX ,,
870,Texas,Fort Worth TX Tesla Supercharger, Fort Worth TX ,,
871,Texas,Fredericksburg TX Tesla Supercharger, Fredericksburg TX ,,
872,Texas,Houston TX Tesla Supercharger, Houston TX ,,
873,Texas,Houston TX - Katy Tesla Supercharger, Houston TX ,,
874,Texas,Houston TX - Uptown Tesla Supercharger, Houston TX ,,
875,Texas,Houston-North, 14820 North Fwy Houston TX 77090 , Roadside Assistance: (877) 798-3752,6
876,Texas,Huntsville TX Supercharger, 148 Interstate 45 Huntsville TX 77340, Roadside Assistance: (877) 798-3752,6
877,Texas,Italy TX Supercharger, 1021 Dale Evans Drive Italy TX 76651, Roadside Assistance: (877) 798-3752,10
878,Texas,Junction Supercharger, 2415 N Main Street Junction TX 76849-3104, Roadside Assistance: (877) 798-3752,8
879,Texas,Kingsville Supercharger, 2400 South US Hwy 77 Kingsville TX 78363-2844, Roadside Assistance: (877) 798-3752,8
880,Texas,Laredo TX Supercharger, 110 Calle Del Norte Drive Laredo TX 78041-9143, Roadside Assistance: (877) 798-3752,8
881,Texas,Lindale Supercharger, 17044 I-20 Lindale TX 75771, Roadside Assistance: (877) 798-3752,8
882,Texas,Lubbock TX Tesla Supercharger, Lubbock TX ,,
883,Texas,McAllen Supercharger, 800 Convention Center Blvd McAllen 78501-0018, Roadside Assistance: (877) 798-3752,8
884,Texas,Midland Supercharger, Love's Travel Stop 3001 Antelope Trail Midland TX 79706-3525, Roadside Assistance: (877) 798-3752,8
885,Texas,Nacogdoches Supercharger, 2615 NW Stallings Dr Nacogdoches TX 75964-2629, Roadside Assistance: (877) 798-3752,8
886,Texas,Ozona Supercharger, 1307 Ave. A Ozona TX 76943, Roadside Assistance: (877) 798-3752,6
887,Texas,Pecos TX Tesla Supercharger, Pecos TX ,,
888,Texas,Plano TX Supercharger, 7161 Bishop Road Plano TX 75024, Roadside Assistance: (877) 798-3752,12
889,Texas,San Angelo TX Tesla Supercharger, San Angelo TX ,,
890,Texas,San Antonio TX Tesla Supercharger, San Antonio TX ,,
891,Texas,San Marcos TX Supercharger, 3939 Interstate 35 San Marcos TX 78666, Roadside Assistance: (877) 798-3752,5
892,Texas,Selma TX Tesla Supercharger, Selma TX ,,
893,Texas,Shamrock Supercharger, 107 East 12th Street Shamrock TX 79079, Roadside Assistance: (877) 798-3752,6
894,Texas,Southlake TX Supercharger, 261 North Carroll Avenue Southlake TX 76092, Roadside Assistance: (877) 798-3752,10
895,Texas,Sugarland TX Tesla Supercharger, Sugarland TX ,,
896,Texas,Sulphur Springs Supercharger, 300 W Tomlinson Street Sulphur Springs TX 75482, Roadside Assistance: (877) 798-3752,8
897,Texas,Sweetwater Supercharger, 300 SE Georgia Ave. Sweetwater TX 79556, Roadside Assistance: (877) 798-3752,8
898,Texas,Texarkana Supercharger, 3101 Mall Drive Texarkana TX 75503-2434, Roadside Assistance: (877) 798-3752,8
899,Texas,Three Rivers Supercharger, 2645 S. Hwy 37 Three Rivers TX 78071, Roadside Assistance: (877) 798-3752,8
900,Texas,Van Horn Supercharger, 1921 Frontage Rd Van Horn TX 79855, Roadside Assistance: (877) 798-3752,8
901,Texas,Victoria Supercharger, 3107 S Laurent St. Victoria TX 77901, Roadside Assistance: (877) 798-3752,6
902,Texas,Waco Supercharger, 701 Interstate 35 Bellmead TX 76705, Roadside Assistance: (877) 798-3752,10
903,Texas,Wichita Falls TX Tesla Supercharger, Wichita Falls TX ,,
904,Utah,Beaver UT Supercharger, Littlefield Interchange Beaver UT 84713, Roadside Assistance: (877) 798-3752,4
905,Utah,Blanding UT Supercharger, 12 N Grayson Parkway Blanding UT 84511, Roadside Assistance: (877) 798-3752,4
906,Utah,Green River UT Supercharger, 1765 East Main Green River UT 84525, Roadside Assistance: (877) 798-3752,4
907,Utah,Moab UT Supercharger, 16 South Main Street Moab UT 84532, Roadside Assistance: (877) 798-3752,4
908,Utah,Nephi UT Supercharger, 2100 S Main Street Nephi UT 84648, Roadside Assistance: (877) 798-3752,6
909,Utah,Ogden UT Tesla Supercharger, Ogden UT ,,
910,Utah,Park City UT Tesla Supercharger, Park City UT ,,
911,Utah,Price Supercharger, 925 Westwood Blvd. Price UT 84501, Roadside Assistance: (877) 798-3752,8
912,Utah,Provo UT Tesla Supercharger, Provo UT ,,
913,Utah,Richfield UT Supercharger, 20 W 1400 N Richfield UT 84701, Roadside Assistance: (877) 798-3752,4
914,Utah,Salt Lake City-S. State Street, 2312 South State Street South Salt Lake City UT 84115, Store: (801) 596-4620,13
915,Utah,St. George Supercharger, 1091 N Bluff St St. George UT 84770, Roadside Assistance: (877) 798-3752,8
916,Utah,Tooele Supercharger, 1568 East Saddleback Blvd. Tooele UT 84074, Roadside Assistance: (877) 798-3752,6
917,Utah,Tremonton Supercharger, 2145 W Main Street Tremonton UT 84337, Roadside Assistance: (877) 798-3752,6
918,Vermont,Berlin VT Supercharger, 213 Paine Turnpike N Berlin VT 05602, Roadside Assistance: (877) 798-3752,8
919,Vermont,Brattleboro Supercharger, 499 Canal Street Brattleboro VT 5301, Roadside Assistance: (877) 798-3752,8
920,Vermont,Lyndon VT Tesla Supercharger, Lyndon VT ,,
921,Vermont,Rutland VT Tesla Supercharger, Rutland VT ,,
922,Vermont,South Burlington Supercharger, 222 Dorset Street South Burlington VT 05043, Roadside Assistance: (877) 798-3752,8
923,Virgina,Fredericksburg VA Supercharger, 10060 Jefferson Davis Highway Fredericksburg VA 22407, Roadside Assistance: (877) 798-3752,8
924,Virgina,Arlington VA Tesla Supercharger, Arlington VA ,,
925,Virgina,Charlottesville VA Supercharger, 2100 Hydraulic Road Charlottesville Virgina 22901-0000, Roadside Assistance: (877) 798-3752,8
926,Virgina,Chester Supercharger, 11701 Jefferson Davis Highway Chester VA 23831, Roadside Assistance: (877) 798- 3752,8
927,Virgina,Fairfax VA Tesla Supercharger, Fairfax VA ,,
928,Virgina,Gainesville VA Tesla Supercharger, Gainesville VA ,,
929,Virgina,Glen Allen VA Supercharger, 9950 Brook Rd Glen Allen VA 23059, Roadside Assistance: (877) 798-3752,20
930,Virgina,Leesburg VA Tesla Supercharger, Leesburg VA ,,
931,Virgina,Lexington Supercharger, 880 N Lee Hwy Lexington VA 24450, Roadside Assistance: (877) 798-3752,6
932,Virgina,Mt. Jackson VA Supercharger, 227 Conicville Rd Mt. Jackson VA 22842, Roadside Assistance: (877) 798-3752,8
933,Virgina,Newport News VA Tesla Supercharger, Newport News VA ,,
934,Virgina,Norfolk Supercharger, 5900 E Virginia Beach Blvd Norfolk VA 23502, Roadside Assistance: (877) 798-3752,6
935,Virgina,Richmond VA Supercharger, 4441 S Laburnum Ave Richmond VA 23231-0000, Roadside Assistance: (877) 798-3752,20
936,Virgina,Roanoke VA Tesla Supercharger, Roanoke VA ,,
937,Virgina,South Hill VA Supercharger, 1791 North Mecklenburg Avenue South Hill VA 23970, Roadside Assistance: (877) 798-3752,6
938,Virgina,Springfield VA Tesla Supercharger, Springfield VA ,,
939,Virgina,Stauntan VA Tesla Supercharger, Stauntan VA ,,
940,Virgina,Strasburg Supercharger, 119 Hite Lane Strasburg VA 22657, Roadside Assistance: (877) 798-3752,6
941,Virgina,Tysons VA Tesla Supercharger, Tysons VA ,,
942,Virgina,Woodbridge Supercharger, 2700 Potomac Mills Circle Woodbridge VA 22192, Roadside Assistance: (877) 798-3752,10
943,Virgina,Wytheville Supercharger, 165 Malin Drive Wytheville VA 24382, Roadside Assistance: (877) 798-3752,6
944,Washington,Aberdeen Supercharger, 416 Wishkah Street Aberdeen WA 98520-4133, Roadside Assistance: (877) 798--3752,8
945,Washington,Arlington WA Supercharger, 3438 Stoluckquamish Lane Arlington WA, Roadside Assistance: (877) 798-3752,16
946,Washington,Bellevue WA Tesla Supercharger, Bellevue WA ,,
947,Washington,Burlington WA Supercharger, 9384 Old Highway 99 North Burlington WA 98233, Roadside Assistance: (877) 798-3752,8
948,Washington,Centralia Supercharger, 1200 Lum Rd Centralia WA 98531, Roadside Assistance: (877) 798-3752,20
949,Washington,Chelan WA Tesla Supercharger, Chelan WA ,,
950,Washington,Ellensburg Supercharger, 1620 Canyon Rd Ellensburg WA 98926, Roadside Assistance: (877) 798-3752,5
951,Washington,Ellensburg WA Tesla Supercharger, Ellensburg WA ,,
952,Washington,Enumclaw WA Tesla Supercharger, Enumclaw WA ,,
953,Washington,Forks WA Tesla Supercharger, Forks WA ,,
954,Washington,Issaquah WA Tesla Supercharger, Issaquah WA ,,
955,Washington,Kennewick Supercharger, 2811 West 10th Ave Kennewick WA 99336, Roadside Assistance: (877) 798-3752,8
956,Washington,Kirkland WA - Totem Lake Tesla Supercharger, Kirkland WA ,,
957,Washington,Longview WA Tesla Supercharger, Longview WA ,,
958,Washington,Lynnwood WA Supercharger, 2902 164th Street SW Lynnwood WA 98087 ,oadside Assistance: (877) 798-3752,10
959,Washington,Monroe WA Supercharger, 18805 US-2 Monroe WA, Roadside Assistance: (877) 798-3752,
960,Washington,Okanogan WA Tesla Supercharger, Okanogan WA ,,
961,Washington,Olympia WA Tesla Supercharger, Olympia WA ,,
962,Washington,Ritzville Supercharger, 105 W Galbreath Way Ritzville WA 99169, Roadside Assistance: (877) 798-3752,12
963,Washington,Ritzville WA Tesla Supercharger, Ritzville WA ,,
964,Washington,Seattle WA Tesla Supercharger, Seattle WA ,,
965,Washington,Seattle WA - Northgate Tesla Supercharger, Seattle WA ,,
966,Washington,Seattle WA - University Village Tesla Supercharger, Seattle WA ,,
967,Washington,Sequim Supercharger, 1441 E Washington Street Sequim WA 98382-3503, Roadside Assistance: (877) 798-3752,8
968,Washington,Snoqualmie WA Tesla Supercharger, Snoqualmie WA ,,
969,Washington,Spokane WA Tesla Supercharger, Spokane WA ,,
970,Washington,Tacoma WA Tesla Supercharger, Tacoma WA ,,
971,Washington,Vancouver WA Supercharger, 800 NE Tenney Road Vancouver WA 98685-2832, Roadside Assistance: (877) 798-3752,12
972,Washington,Wenatchee WA Tesla Supercharger, Wenatchee WA ,,
973,Washington,Yakima WA Tesla Supercharger, Yakima WA ,,
974,West Virginia,Charleston WV Supercharger, 2 Kanawha Boulevard E Charleston WV 25301, Roadside Assistance: (877) 798-3752,8
975,West Virginia,Huntington WV Supercharger, 432 18th Street West Huntington WV 25704-1509, Roadside Assistance: (877) 798-3752,8
976,West Virginia,Morgantown Supercharger, 21 Asturias Lane Morgantown WV 26508-1324, Roadside Assistance: (877) 798-3752,8
977,West Virginia,Mt. Hope WV Supercharger, 5481 Robert C. Byrd Drive Mt. Hope WV 25880, Roadside Assistance: (877) 798-3752,8
978,West Virginia,Parkersburg WV Tesla Supercharger, Parkersburg WV ,,
979,West Virginia,Weston WV Supercharger, 39 Berlin Road Weston WV 26452-8367, Roadside Assistance: (877) 798-3752,8
980,West Virginia,Martinsburg WV Supercharger, 1465 Edwin Miller Blvd Martinsburg WV 25401, Roadside Assistance: (877) 798-3752,8
981,West Virginia,Triadelphia WV Supercharger, 35 Bob Wise Drive Triadelphia WV 26059, Roadside Assistance: (877) 798-3752,4
982,Wisconsin,Eau Claire WI Supercharger, 4601 Keystone Crossing Eau Claire WI 54701, Roadside Assistance: (877) 798-3752,6
983,Wisconsin,Howard WI Supercharger, 2015 Shawano Avenue Howard Wisconsin 54303-2606, Roadside Assistance: (877) 798-3752,8
984,Wisconsin,La Crosse Supercharger, 2845 Midwest Dr Onalaska WI 54650, Roadside Assistance: (877) 798-3752,6
985,Wisconsin,Lake Geneva WI Tesla Supercharger, Lake Geneva WI ,,
986,Wisconsin,Madison WI - E. Washington Ave. Supercharger, 3801 E. Washington Ave Madison WI 53704, Roadside Assistance: (877) 798-3752,
987,Wisconsin,Madison WI East Towne Mall Supercharger, 89 East Towne Mall Madison WI 53704, Roadside Assistance: (877) 798-3752,8
988,Wisconsin,Mauston WI Supercharger, 640 McEvoy St Mauston WI 53948, Roadside Assistance: (877) 798-3752,3
989,Wisconsin,Milwaukee WI Tesla Supercharger, Milwaukee WI ,,6
990,Wisconsin,Oak Creek WI Supercharger, 171 West Town Square Way Oak Creek WI 53154-6801, Roadside Assistance: (877) 798-3752,10
991,Wisconsin,Oshkosh WI Supercharger, 2415 Westowne Avenue Oshkosh WI 54904-7776, Roadside Assistance: (877) 798-3752,6
992,Wisconsin,Pleasant Prairie WI Supercharger, 11211 120th Ave Pleasant Prairie WI 53158, Roadside Assistance: (877) 798-3752,8
993,Wisconsin,Sheboygan Supercharger, 595 S Taylor Drive Sheboygan WI 53081, Roadside Assistance: (877) 798-3752,8
994,Wisconsin,Sturgeon Bay WI Tesla Supercharger, Sturgeon Bay WI ,,
995,Wisconsin,Waukesha WI Tesla Supercharger, Waukesha WI ,,
996,Wisconsin,Wausau WI - North Mountain Rd Supercharger, 2101 North Mountain Rd Wausau WI 54401-8117, Roadside Assistance: (877) 798-3752,8
997,Wyoming,Casper WY Tesla Supercharger, Casper WY ,,
998,Wyoming,Cheyenne WY Supercharger, 1400 Dell Range Blvd. Cheyenne WY 82009, Roadside Assistance: (877) 798-3752,4
999,Wyoming,Cody WY Tesla Supercharger, Cody WY ,,
1000,Wyoming,Evanston Supercharger, 101 Wasatch Rd Evanston WY 82930-3094, Roadside Assistance: (877) 798-3752,8
1001,Wyoming,Gillette Supercharger, 211 Decker Court Gillette WY 82716, Roadside Assistance: (877) 798-3752,4
1002,Wyoming,Jackson Supercharger, 1155 US-89 Jackson WY 83001, Roadside Assistance: (877) 798-3752,8
1003,Wyoming,Laramie WY Supercharger, 1673 Centennial Drive Laramie WY 82070-8417, Roadside Assistance: (877) 798-3752,8
1004,Wyoming,Lusk WY Supercharger, 730 S Main St Lusk WY 82225, Roadside Assistance: (877) 798-3752,4
1005,Wyoming,Rawlins Supercharger, 2370 E Cedar St. Rawlins WY 82301-6026, Roadside Assistance: (877) 798-3752,8
1006,Wyoming,Rock Springs Supercharger, 2441 Foothill Blvd Rock Springs 82901-5659, Roadside Assistance: (877) 798-3752,8
1007,Wyoming,Sheridan Supercharger, 612 North Main Street Sheridan WY 82801, Roadside Assistance: (877) 798-3752,4
1008,Wyoming,Wheatland WY Supercharger, 1556 Sherard Road Wheatland WY 82201-8927, Roadside Assistance: (877) 798-3752,8
